X_0,X_1,X_2,class
kind_3,21.06067632,4.116598232,1
kind_1,17.01942453,6.421351339,1
kind_2,17.11053731,4.057459715,1
kind_3,17.14999731,6.100300962,1
kind_3,17.25033967,4.057691991,0
kind_2,17.07564902,4.303397627,1
kind_2,17.79101753,6.424113493,1
kind_1,17.36421532,4.060496055,1
kind_3,21.95058889,4.206402331,0
kind_4,17.13835024,6.418829453,0
kind_1,19.24715938,5.262863532,0
kind_3,24.22241063,4.057174355,0
kind_1,25.93628725,6.072037209,0
kind_2,26.22095822,6.424112026,1
kind_4,22.08451132,4.057170396,0
kind_1,22.37018988,6.423882602,0
kind_2,18.07146685,6.420616344,0
kind_4,28.55634753,6.383874224,0
kind_1,17.88587076,6.1653785,1
kind_4,18.34858196,6.424091565,1
kind_2,18.74087646,6.424112305,1
kind_2,17.03313633,6.411334674,0
kind_4,17.24906002,6.368421459,0
kind_3,18.67042265,4.100382358,0
kind_2,16.99728716,6.424077659,0
kind_4,17.14179251,4.057355955,0
kind_2,17.72459247,6.393986124,0
kind_2,21.55339971,6.424113047,0
kind_1,16.99855842,4.06256283,1
kind_4,32.34920784,4.531726791,1
kind_3,18.33869391,6.424077265,0
kind_3,17.72712624,5.391485996,0
kind_4,17.04263022,4.334641479,0
kind_1,25.92308399,6.404627694,0
kind_2,17.02497517,5.550354001,0
kind_2,18.01922357,6.313908205,0
kind_1,25.7299009,4.290935894,1
kind_3,18.95582204,6.39639504,0
kind_4,19.22485355,4.090669114,0
kind_3,20.58932371,4.74558291,0
kind_4,17.02797951,6.423652129,1
kind_3,16.99794124,6.278143808,0
kind_2,23.1549145,4.200731234,1
kind_3,20.75513362,4.185241702,1
kind_3,19.51732812,4.063314482,0
kind_4,27.78815409,4.562248369,0
kind_2,20.45471942,4.064993222,0
kind_1,29.24540625,6.417866952,1
kind_4,17.13773821,6.41911695,0
kind_1,17.0018028,6.408964348,1
kind_4,20.43452096,4.113845664,0
kind_4,17.880817,4.074767557,0
kind_4,18.23617574,6.09234336,0
kind_1,18.68755917,4.057190471,1
kind_1,19.305297,5.978867409,0
kind_1,18.03624774,4.057582273,1
kind_3,23.04672225,5.144265715,0
kind_4,24.07858466,4.230329803,0
kind_1,17.89794275,6.42330461,1
kind_3,17.01868833,4.057181152,0
kind_1,20.2732634,4.190619884,1
kind_2,19.63472629,6.420460806,0
kind_3,20.80844657,5.382270267,1
kind_3,23.9965173,6.276764626,1
kind_2,24.13009268,6.423619667,0
kind_3,25.12632966,4.983791997,1
kind_3,24.03171132,4.059552826,1
kind_3,17.0428472,6.050019699,0
kind_1,18.30726639,4.058412754,1
kind_1,32.29506738,6.423462685,1
kind_1,17.21346234,6.421907759,1
kind_2,22.00247432,4.05843302,1
kind_4,20.05888417,4.057507084,1
kind_1,17.99414974,6.40320187,1
kind_3,17.0600606,5.45605168,0
kind_3,19.35082383,4.057383121,1
kind_3,28.05335965,4.059384233,0
kind_2,21.77127055,6.424091165,0
kind_1,19.16465376,6.421352675,1
kind_4,17.05448739,4.058295964,1
kind_3,19.85043659,4.173156441,1
kind_2,32.59860493,6.098499055,0
kind_2,17.00388031,4.057260127,0
kind_4,17.01058204,4.177122879,1
kind_3,21.90347696,4.838047751,0
kind_1,22.19437679,6.424111087,1
kind_3,17.00789304,4.095475719,1
kind_1,17.08464904,5.947714293,1
kind_2,17.00334417,6.361109584,1
kind_1,17.98811001,6.403762377,1
kind_2,23.14863754,6.423847886,1
kind_3,17.10416209,4.063518186,1
kind_4,24.29660151,4.084210096,1
kind_1,29.53662827,6.423904528,1
kind_3,18.06326404,5.351601418,0
kind_4,18.42678046,4.057382966,0
kind_4,16.9997468,6.423798468,1
kind_2,24.9435737,6.421976157,0
kind_2,17.71951825,4.143926372,1
kind_4,24.07809449,5.630064763,0
kind_3,18.42498431,4.095101881,1
kind_4,19.57219453,6.40519034,0
kind_3,19.32216951,6.30534134,1
kind_1,17.038706,4.361079556,1
kind_4,20.4622809,6.220424482,0
kind_1,17.60954223,6.423637803,0
kind_3,18.51623289,6.424108969,0
kind_1,17.12534888,6.423995487,1
kind_1,18.28556943,4.05724265,0
kind_3,22.51798252,4.057664596,0
kind_4,17.18785099,4.059025653,0
kind_2,18.51764031,4.845916874,1
kind_2,18.02191692,6.078696575,1
kind_1,17.05793904,6.423886927,1
kind_4,17.57409489,4.090762947,1
kind_1,17.9397265,5.749135668,1
kind_1,22.19231113,6.42411372,1
kind_1,23.85730892,4.064139729,0
kind_3,20.32310237,4.057318226,0
kind_3,21.50665551,5.681572504,0
kind_3,18.03194541,6.190924833,1
kind_1,26.72978985,4.05716944,1
kind_4,18.75834866,6.379792721,0
kind_4,18.76415692,4.057181764,0
kind_3,17.08230794,6.424106532,0
kind_2,17.80902976,4.06365224,1
kind_3,18.27711484,6.423063392,1
kind_3,19.94553552,5.92187936,1
kind_4,17.0560085,4.578141543,1
kind_1,22.7003494,6.424068762,0
kind_2,18.78915017,6.266652927,0
kind_2,17.12687091,6.423431865,1
kind_4,17.05127963,6.2410587,1
kind_2,17.75824914,6.281689524,1
kind_2,18.24169084,4.057970048,0
kind_2,30.64126985,6.423408354,0
kind_3,22.31624581,4.059446607,0
kind_4,17.47274826,6.423579615,1
kind_1,17.4332651,6.405295255,1
kind_4,18.6794965,4.220785027,0
kind_3,17.75439038,4.51602425,1
kind_4,17.54363342,4.058041184,0
kind_4,17.35655444,4.057168994,0
kind_2,25.25862545,4.085535186,0
kind_1,17.31988631,4.538000338,0
kind_4,19.07919539,4.98189732,1
kind_1,17.01038332,5.481516879,1
kind_1,21.00874799,6.42158176,0
kind_3,17.23615919,4.704426835,1
kind_3,19.85900367,6.423757846,0
kind_2,18.99624908,4.061371729,0
kind_2,18.03172651,6.421162957,0
kind_1,17.00298967,4.057191374,0
kind_2,18.48652709,4.599278395,1
kind_2,17.68599814,6.424071435,1
kind_3,17.60393715,4.707872896,1
kind_2,17.31999569,6.417620541,1
kind_1,17.57020156,6.105677076,1
kind_3,24.80828673,4.057448737,1
kind_2,17.24649365,6.177803375,1
kind_1,27.63815836,6.421917889,1
kind_3,20.15267438,6.409658498,0
kind_3,17.22859327,6.424092512,0
kind_4,17.08823367,6.075756633,0
kind_1,17.69488807,6.424108793,1
kind_4,26.06755664,6.424064301,1
kind_4,17.27628075,4.057475832,0
kind_4,16.99995027,6.424081805,0
kind_3,17.17401181,6.422130887,0
kind_1,21.23032785,6.424051741,1
kind_4,55.26672863,6.418468315,1
kind_3,18.07178986,4.057308121,0
kind_3,17.7861979,4.275725075,0
kind_1,17.23969191,6.423707348,0
kind_2,17.79961583,6.276474463,0
kind_3,18.98718331,4.144214808,1
kind_1,25.06354093,6.414441524,0
kind_1,18.40875668,6.422797749,1
kind_3,23.48169898,4.071473433,0
kind_4,18.50541035,6.045469752,1
kind_4,19.25719539,4.057181553,0
kind_2,20.40210506,4.077464894,1
kind_4,17.67400664,4.059442838,1
kind_1,17.83980087,4.057643502,1
kind_2,19.06378797,6.415850509,1
kind_3,20.66582183,6.349579154,0
kind_4,17.41685688,6.424032778,0
kind_1,17.11963978,5.93620084,1
kind_3,21.95748223,6.193101713,0
kind_1,17.02708248,6.423620667,1
kind_2,17.29909093,4.138864697,0
kind_4,20.98084004,4.083990765,0
kind_3,22.21736371,4.213629998,0
kind_2,27.46147758,6.424107943,0
kind_1,17.98817963,6.149643812,0
kind_2,17.60738592,4.057537597,0
kind_3,17.43814886,6.287681111,0
kind_3,17.18295321,4.495773143,0
kind_1,28.18281915,4.133093561,0
kind_1,24.9157336,6.423362812,1
kind_2,20.47085136,6.424111851,0
kind_1,18.36698228,6.424113156,0
kind_4,20.62049461,5.911245476,1
kind_4,26.80702617,6.348348119,0
kind_4,34.65260431,6.096930633,0
kind_4,17.55365167,4.872013888,1
kind_4,20.11080231,4.057171602,1
kind_4,17.73890428,4.057169151,1
kind_2,23.16104052,6.197912405,1
kind_2,20.74825935,6.410506734,0
kind_3,18.10407838,4.146750533,0
kind_2,17.20604251,5.866844315,0
kind_2,38.10382379,5.159786052,0
kind_4,18.49218212,4.275220589,0
kind_1,21.61147385,4.058736384,0
kind_1,17.21054528,6.423492118,1
kind_1,17.22495661,6.423914329,1
kind_1,17.00085884,6.42409553,1
kind_1,17.09001955,6.424030281,1
kind_2,17.44577207,6.420604919,1
kind_4,18.90776027,6.300995078,1
kind_1,19.46251576,4.081444813,1
kind_2,18.57521977,6.388206361,1
kind_2,20.48915085,5.506335593,0
kind_3,23.89857765,4.798945246,1
kind_1,18.3111818,5.213096058,1
kind_3,17.3510527,4.772417518,0
kind_1,17.42995548,6.423923016,1
kind_3,19.52749768,4.057380948,1
kind_3,17.01547361,4.057726777,0
kind_2,17.37248179,6.4241103,1
kind_1,18.25096092,6.328729811,1
kind_4,22.1298882,4.057169041,1
kind_1,17.67668122,6.423886324,1
kind_4,17.07800747,6.414147959,1
kind_4,18.30849114,4.066857802,1
kind_3,17.09889671,6.078939892,0
kind_4,21.34398712,4.068399725,0
kind_2,16.99729219,5.231818408,1
kind_2,17.54986326,4.21776745,0
kind_3,17.93117606,4.062927423,0
kind_4,17.05576756,4.629617529,0
kind_1,17.0025649,4.057317706,1
kind_4,21.7487119,5.466887453,0
kind_1,21.41140161,4.070390422,0
kind_3,17.78990981,4.075525355,1
kind_3,27.13409347,4.057239829,0
kind_1,17.01895457,6.424080198,1
kind_3,19.28209815,6.420390785,0
kind_4,21.54325984,4.057169808,1
kind_4,17.14546518,4.057471563,0
kind_3,19.90165697,6.001292431,0
kind_3,18.30405714,4.387452059,0
kind_1,17.16409098,6.401219683,1
kind_2,24.13128406,4.603169814,0
kind_2,26.40009235,4.139962418,1
kind_4,20.05955987,4.057786113,0
kind_2,25.24835579,6.424113118,0
kind_4,16.99728041,4.063399287,1
kind_4,21.24596755,4.100328057,0
kind_2,19.83173062,6.422356725,1
kind_4,16.99982706,4.059907704,0
kind_3,18.5752555,4.541864758,1
kind_4,18.02292528,6.424113107,0
kind_1,17.3404876,6.414775159,1
kind_1,22.73610085,5.323807159,1
kind_3,19.30486156,6.194997112,1
kind_1,17.01044321,6.42411373,1
kind_4,38.71304026,5.731693501,1
kind_2,19.93222833,4.466608891,1
kind_1,31.71369491,6.344079202,1
kind_3,17.58985736,5.993882126,1
kind_1,23.96479911,6.424113221,1
kind_1,19.23698014,4.059761552,1
kind_3,22.38503619,4.557535856,0
kind_4,17.42799427,4.069222886,0
kind_1,27.93154735,5.36972234,1
kind_2,17.54306911,6.419571055,0
kind_4,19.6903076,4.05735921,1
kind_1,20.05783677,5.174390861,1
kind_1,18.36577218,6.424113283,1
kind_1,19.43492626,6.420268723,1
kind_2,18.82695316,6.423957753,0
kind_3,17.65656942,4.700205255,1
kind_4,17.18962688,5.114429676,1
kind_1,26.15733956,6.423375538,1
kind_2,17.63242172,5.947420947,0
kind_3,20.63610247,4.150184551,1
kind_3,18.26711985,6.423361951,1
kind_1,17.34682781,4.473015342,1
kind_3,18.5935143,5.118509361,0
kind_2,17.00589746,4.060638654,1
kind_1,31.23147128,6.424109168,1
kind_3,18.86016464,6.171089967,0
kind_3,17.46673171,4.11637921,0
kind_2,17.86719147,6.421642142,0
kind_1,18.09862207,4.119553205,1
kind_1,18.36306247,6.261373571,1
kind_3,22.80137835,4.057255046,0
kind_1,21.02448946,6.388636662,0
kind_3,18.38488921,6.423049036,1
kind_1,17.00068784,6.424103592,1
kind_1,18.07526679,6.424111652,1
kind_4,32.54308693,4.057172455,1
kind_3,18.49222888,4.065451516,0
kind_4,20.56075643,4.10499528,1
kind_1,19.06755058,4.057169672,1
kind_2,17.13746528,4.25342481,1
kind_1,21.31148031,4.057170038,1
kind_2,19.92720552,5.37508365,0
kind_3,18.2009307,4.057206209,0
kind_3,17.94566625,5.244772381,1
kind_1,16.9990738,4.078091609,1
kind_2,18.65279039,6.209873473,1
kind_4,17.09461655,4.14561732,0
kind_1,19.26352218,4.388458416,0
kind_2,17.16798979,6.380329627,0
kind_4,17.74647614,4.067402774,1
kind_3,27.13031655,4.438999888,0
kind_3,16.99729158,6.423349687,0
kind_3,18.17395468,5.967369048,1
kind_1,22.54879154,4.967442995,0
kind_2,17.91323348,6.353440767,0
kind_4,20.10335528,5.58071978,1
kind_3,21.26750259,4.244539426,0
kind_3,29.65167697,6.397162414,0
kind_3,32.68569673,6.418659502,0
kind_3,19.36828268,4.080801541,1
kind_3,22.27869139,4.129073719,0
kind_1,19.82419181,6.424111211,1
kind_2,17.04508482,4.057282436,1
kind_4,17.02043452,4.081611017,1
kind_4,17.4970396,4.280580022,1
kind_1,17.02818291,5.826343113,1
kind_4,18.79119175,4.069575844,0
kind_3,17.00000709,4.057350449,0
kind_1,17.57461214,4.09812484,1
kind_1,23.41003791,6.336987399,1
kind_2,17.18753197,4.058072742,1
kind_4,17.77836022,4.057170735,0
kind_3,19.66888118,4.59205736,0
kind_1,21.31021739,6.36898275,1
kind_3,17.02033524,4.399409515,1
kind_1,17.05329406,6.421134212,0
kind_4,33.21763853,4.06430302,1
kind_1,27.47089506,4.057473108,0
kind_3,18.04061635,4.129337554,1
kind_1,28.26948431,6.32424736,1
kind_1,17.23880953,6.423941869,0
kind_2,17.00078901,4.059769255,1
kind_2,25.91878772,6.411783656,0
kind_4,31.97370705,4.143630277,1
kind_3,17.11269618,4.057423163,1
kind_2,34.18145346,6.423436795,0
kind_4,18.74738667,6.414572393,1
kind_1,17.8108795,6.424101334,0
kind_3,17.66237232,5.52423176,0
kind_3,21.34485969,6.42401003,0
kind_4,17.19033048,4.057169955,0
kind_1,19.30893831,5.464065666,1
kind_3,36.32296011,4.060858114,1
kind_2,18.343823,4.069938245,0
kind_1,39.29293876,6.424112041,0
kind_4,17.17797588,5.815908537,1
kind_3,17.00996875,5.669375541,0
kind_1,20.39782131,6.42411373,1
kind_4,17.78639194,4.068454622,1
kind_2,20.62546275,6.397951716,0
kind_1,25.54538008,4.095621829,1
kind_3,17.4226763,6.421483847,0
kind_3,18.55571329,4.103151668,1
kind_2,17.98525624,6.347597619,1
kind_1,19.15149542,6.407954911,0
kind_1,17.58372747,6.424035998,1
kind_3,17.44215313,6.34397117,0
kind_4,17.21391578,4.057863101,0
kind_1,17.98735074,6.423856624,1
kind_3,17.02642708,5.655675811,1
kind_4,33.50621942,4.057543024,0
kind_2,19.59298798,6.424100101,1
kind_1,17.42940076,6.380881656,1
kind_3,17.23705743,4.181007445,0
kind_3,23.63691021,4.057397963,0
kind_3,25.75976667,6.368053399,1
kind_3,17.02327573,4.736283085,0
kind_4,18.99968675,4.156456064,0
kind_3,18.73722715,4.061108039,0
kind_2,17.0183801,5.148158221,1
kind_4,22.59607819,6.419026852,1
kind_4,18.07116471,6.399540689,0
kind_2,24.11646692,6.424063181,0
kind_1,18.39038507,4.454203993,0
kind_3,40.88427508,6.417328709,0
kind_3,17.00666175,6.422537232,0
kind_1,28.19318917,6.397085929,0
kind_2,17.01933212,4.208835861,0
kind_2,17.78775849,6.422382452,0
kind_1,31.36503685,5.759367975,1
kind_2,20.55043949,6.385941231,1
kind_3,17.18524546,4.069457275,1
kind_1,20.40216319,5.738229738,1
kind_1,24.44368654,6.421583987,1
kind_1,29.74266675,6.421810936,1
kind_4,19.52766005,4.057279191,1
kind_1,16.99778684,6.416729197,1
kind_3,17.01604739,4.06159738,0
kind_3,26.85800929,4.071152859,0
kind_4,42.60910597,4.057169827,0
kind_4,25.15334141,4.356866508,0
kind_2,17.9614964,6.423652115,0
kind_1,21.52590953,4.233902181,0
kind_4,18.73706285,4.057169011,1
kind_4,19.36429377,4.114891461,0
kind_1,17.04970736,4.082398985,1
kind_2,17.03708555,4.098159586,0
kind_3,18.5602117,4.244433851,0
kind_1,21.25673613,6.417345346,0
kind_3,17.02350592,6.402000378,1
kind_3,17.73630275,6.408587255,0
kind_1,17.23558533,5.991633112,1
kind_4,20.72045698,4.060057479,1
kind_3,22.33565792,6.423944851,0
kind_3,28.40685324,6.213312037,1
kind_4,23.99048319,4.057525687,0
kind_3,17.1014971,4.255368308,1
kind_4,21.65478873,5.390981287,1
kind_3,19.12518611,4.44512993,0
kind_3,18.34942521,4.068179108,0
kind_2,17.51137218,6.409454526,1
kind_3,17.19116854,5.566852586,1
kind_2,22.7412106,4.07677951,1
kind_2,48.50033996,6.288385892,0
kind_1,17.69580964,6.371736321,0
kind_1,17.19365864,6.043396583,1
kind_2,17.62872185,6.411049816,1
kind_1,17.0506801,6.424047205,1
kind_1,19.02297523,6.021228755,1
kind_2,24.01827795,4.057168992,1
kind_1,19.17331851,4.18957325,1
kind_2,19.87438455,6.364541735,0
kind_4,23.68537385,4.057169949,0
kind_3,22.75543145,6.210300848,0
kind_3,21.76099119,4.057774868,0
kind_4,20.56905826,4.238895392,1
kind_1,18.23057456,6.420837163,1
kind_3,21.56248778,5.133433095,1
kind_4,25.43320294,4.299632819,1
kind_2,20.75420529,6.416330635,0
kind_2,18.00625418,4.0571914,0
kind_3,19.40250956,4.057556435,1
kind_2,18.78972203,4.065808162,1
kind_2,16.99738486,5.669027803,0
kind_1,20.33065815,6.424080977,0
kind_1,19.47638418,6.423824752,1
kind_3,18.95870595,4.058015156,1
kind_2,22.35293623,6.424110534,1
kind_4,25.17655227,5.732223936,0
kind_1,19.65473416,6.013935167,1
kind_3,19.93738708,6.403596948,1
kind_4,17.24299172,4.059510118,1
kind_2,18.92622069,6.423250226,0
kind_1,23.04425446,5.913675398,0
kind_4,28.50994286,4.09007121,0
kind_1,17.29966291,6.010339015,1
kind_3,17.17431616,6.420250353,1
kind_1,17.06278942,6.424112947,1
kind_3,17.84358795,4.659441698,1
kind_4,17.82652278,4.25722256,1
kind_4,18.89312127,4.05717712,1
kind_3,18.14784332,4.067696928,1
kind_1,17.8915772,6.074922317,1
kind_4,25.44219555,6.423461006,1
kind_1,23.6080631,4.066888599,1
kind_3,18.10044928,4.369385749,0
kind_4,34.33007697,4.057215217,1
kind_4,17.40642581,4.057169001,0
kind_4,21.02275416,4.219206009,0
kind_4,18.49195914,4.42034298,0
kind_3,17.14974916,4.212952984,1
kind_3,20.54575437,4.058220193,0
kind_2,17.06444918,4.111475256,0
kind_2,17.36272856,4.057170473,1
kind_4,17.53843861,4.057228528,1
kind_3,28.22568074,5.375144217,1
kind_3,17.91883311,6.423751709,1
kind_2,18.47041555,6.402079228,1
kind_4,17.20485127,6.423407328,0
kind_2,36.40311804,5.575456105,0
kind_1,21.24298932,4.059620901,0
kind_4,17.20708638,6.423264875,0
kind_1,17.18255834,6.42410116,1
kind_4,17.6992386,6.423939576,0
kind_4,18.55051313,4.298642001,0
kind_1,18.41815172,6.424021202,1
kind_4,18.31653962,6.378037368,1
kind_3,17.27841183,6.201379427,1
kind_3,17.96333209,6.388433213,1
kind_2,19.39501602,4.061994913,0
kind_1,22.04242052,6.417989709,1
kind_2,17.09735902,6.203661796,0
kind_4,18.17130652,4.057296642,1
kind_2,18.21336732,6.325138475,0
kind_4,17.75570045,4.057362228,0
kind_4,17.42419635,4.059687766,0
kind_2,17.42189151,6.42411315,1
kind_2,17.56712414,6.286954716,0
kind_2,18.13385078,6.275499254,0
kind_1,17.0039625,4.127098397,1
kind_4,21.60070189,4.355179553,1
kind_4,24.14260756,6.086456045,1
kind_4,19.65919371,4.104819226,1
kind_2,16.99958512,6.40158404,0
kind_1,21.11702647,6.42290282,1
kind_3,18.23962146,6.353633258,0
kind_2,23.60697944,4.060093512,1
kind_4,17.44111453,6.407966626,0
kind_3,17.79177433,6.299799089,0
kind_1,17.44231863,6.42410543,1
kind_1,26.71442658,6.424108065,1
kind_3,21.82442208,6.058854467,0
kind_3,41.7699385,4.060048758,1
kind_1,18.0519019,4.094978148,1
kind_2,35.82576638,6.424062612,0
kind_2,17.85257645,6.236470791,0
kind_3,17.10107191,4.509468411,1
kind_1,21.11846238,6.186371643,0
kind_1,18.71235913,6.423987226,1
kind_3,17.22961016,4.311817327,1
kind_2,32.5937642,6.341947302,1
kind_4,16.99729485,6.423710166,1
kind_2,18.12988293,4.08118286,1
kind_2,16.99731766,6.297087386,0
kind_1,22.78416697,6.421689747,1
kind_1,22.97366431,6.424112793,1
kind_3,19.16909094,5.885093189,1
kind_1,25.77367128,4.062578966,0
kind_2,17.15720367,6.397274099,0
kind_4,25.58222918,4.135018133,0
kind_2,18.00022113,4.057171495,0
kind_1,16.99836152,4.144417532,1
kind_1,18.06119101,4.063472234,0
kind_2,18.96486237,4.068368012,0
kind_1,18.41940421,6.424106373,1
kind_4,35.63297014,6.411436229,1
kind_1,17.61068549,6.216856145,1
kind_4,17.02962645,4.058182179,0
kind_1,20.71568258,4.681787707,0
kind_3,22.29723655,6.423999143,0
kind_2,17.49482844,6.385696257,1
kind_4,18.01660174,5.755538021,1
kind_4,35.05816583,4.057409595,0
kind_1,19.9351051,5.361444491,1
kind_2,20.24396259,6.057559244,0
kind_4,17.59990033,4.341421215,0
kind_1,17.61778517,4.057169423,1
kind_1,24.56282829,6.423837361,1
kind_3,29.14564252,4.592812128,0
kind_3,21.89430172,4.068880405,0
kind_4,17.00984854,4.057174463,0
kind_3,18.22515492,6.422321007,0
kind_1,25.40182332,6.424113722,0
kind_1,17.20465278,5.215360756,0
kind_4,22.45624888,4.772780462,1
kind_3,18.66931377,6.388912805,1
kind_2,18.80730537,4.44097222,0
kind_2,33.39897777,4.077448827,0
kind_4,19.77111986,4.058386817,1
kind_3,18.09872873,4.127062011,0
kind_1,19.24667927,4.15605846,1
kind_2,25.16245803,6.188022575,0
kind_4,21.22358658,4.207871045,0
kind_1,17.52577283,6.424113731,1
kind_4,17.20298018,4.08695774,0
kind_1,18.84875884,6.423768126,0
kind_2,17.28088245,5.954018881,1
kind_2,17.71307258,6.421936475,1
kind_2,16.99982535,4.449401976,0
